19/08/2020;00:00:56;42.0
19/08/2020;00:01:56;40.0
19/08/2020;00:02:56;41.0
19/08/2020;00:03:56;40.0
19/08/2020;00:04:56;41.0
19/08/2020;00:05:56;40.0
19/08/2020;00:06:56;39.0
19/08/2020;00:07:56;39.0
19/08/2020;00:08:56;39.0
19/08/2020;00:09:56;38.0
19/08/2020;00:10:56;40.0
19/08/2020;00:11:56;43.0
19/08/2020;00:12:56;43.0
19/08/2020;00:13:56;42.0
19/08/2020;00:14:56;43.0
19/08/2020;00:15:56;42.0
19/08/2020;00:16:56;40.0
19/08/2020;00:17:56;41.0
19/08/2020;00:18:56;41.0
19/08/2020;00:19:56;41.0
19/08/2020;00:20:56;41.0
19/08/2020;00:21:56;39.0
19/08/2020;00:22:56;40.0
19/08/2020;00:23:56;39.0
19/08/2020;00:24:56;38.0
19/08/2020;00:25:56;42.0
19/08/2020;00:26:56;43.0
19/08/2020;00:27:56;42.0
19/08/2020;00:28:57;43.0
19/08/2020;00:29:56;43.0
19/08/2020;00:30:56;41.0
19/08/2020;00:31:57;42.0
19/08/2020;00:32:56;42.0
19/08/2020;00:33:56;41.0
19/08/2020;00:34:56;41.0
19/08/2020;00:35:56;40.0
19/08/2020;00:36:56;40.0
19/08/2020;00:37:57;39.0
19/08/2020;00:38:56;39.0
19/08/2020;00:39:57;43.0
19/08/2020;00:40:56;43.0
19/08/2020;00:41:56;43.0
19/08/2020;00:42:56;42.0
19/08/2020;00:43:56;43.0
19/08/2020;00:44:56;43.0
19/08/2020;00:45:56;42.0
19/08/2020;00:46:56;41.0
19/08/2020;00:47:56;41.0
19/08/2020;00:48:56;42.0
19/08/2020;00:49:56;41.0
19/08/2020;00:50:56;41.0
19/08/2020;00:51:56;40.0
19/08/2020;00:52:56;40.0
19/08/2020;00:53:56;40.0
19/08/2020;00:54:56;39.0
19/08/2020;00:55:56;38.0
19/08/2020;00:56:56;42.0
19/08/2020;00:57:56;44.0
19/08/2020;00:58:56;42.0
19/08/2020;00:59:56;43.0
19/08/2020;01:00:56;43.0
19/08/2020;01:01:56;41.0
19/08/2020;01:02:56;41.0
19/08/2020;01:03:56;41.0
19/08/2020;01:04:56;41.0
19/08/2020;01:05:56;40.0
19/08/2020;01:06:56;41.0
19/08/2020;01:07:56;39.0
19/08/2020;01:08:56;39.0
19/08/2020;01:09:56;38.0
19/08/2020;01:10:57;43.0
19/08/2020;01:11:56;43.0
19/08/2020;01:12:56;43.0
19/08/2020;01:13:57;43.0
19/08/2020;01:14:56;43.0
19/08/2020;01:15:56;43.0
19/08/2020;01:16:56;42.0
19/08/2020;01:17:56;41.0
19/08/2020;01:18:56;41.0
19/08/2020;01:19:57;41.0
19/08/2020;01:20:56;41.0
19/08/2020;01:21:56;40.0
19/08/2020;01:22:56;40.0
19/08/2020;01:23:57;39.0
19/08/2020;01:24:57;38.0
19/08/2020;01:25:56;39.0
19/08/2020;01:26:56;42.0
19/08/2020;01:27:56;43.0
19/08/2020;01:28:56;43.0
19/08/2020;01:29:57;43.0
19/08/2020;01:30:56;43.0
19/08/2020;01:31:57;41.0
19/08/2020;01:32:56;41.0
19/08/2020;01:33:56;41.0
